room,category,length,width,height
Beds,Bed Accessories,200.0,180.0,20.0
Beds,Bed Accessories,200.0,180.0,20.0
Beds,Bed Accessories,200.0,90.0,20.0
Beds,Bed Accessories,200.0,90.0,20.0
Beds,Bed Accessories,200.0,90.0,
Beds,Bed Accessories,200.0,90.0,
Beds,Bed Accessories,200.0,140.0,
Beds,Bed Accessories,200.0,140.0,
Beds,Bed Accessories,200.0,160.0,
Beds,Bed Accessories,200.0,180.0,
Beds,Bed Accessories,200.0,90.0,
Beds,Bed Accessories,200.0,90.0,
Beds,Bed Accessories,200.0,90.0,
Beds,Bed Accessories,200.0,90.0,
Beds,Bed Accessories,200.0,140.0,
Beds,Bed Accessories,200.0,140.0,
Beds,Bed Accessories,200.0,160.0,
Beds,Bed Accessories,200.0,180.0,
Beds,Bed Accessories,200.0,90.0,20.0
Beds,Bed Accessories,200.0,180.0,20.0
Beds,Bed Accessories,200.0,160.0,20.0
Beds,Bed Accessories,200.0,140.0,20.0
Beds,Bed Accessories,200.0,180.0,20.0
Beds,Bed Accessories,200.0,90.0,20.0
Beds,Bed Accessories,200.0,90.0,20.0
Beds,Bed Accessories,200.0,90.0,8.0
Beds,Bed Accessories,200.0,160.0,20.0
Beds,Bed Accessories,200.0,180.0,20.0
Beds,Bed Accessories,200.0,140.0,20.0
Beds,Bed Accessories,200.0,140.0,8.0
Beds,Bed Accessories,200.0,80.0,8.0
Beds,Bed Accessories,200.0,160.0,
Beds,Bed Accessories,200.0,180.0,
Beds,Bed Accessories,200.0,160.0,
Beds,Bed Accessories,200.0,180.0,
Beds,Bed Accessories,200.0,180.0,20.0
Beds,Bed Accessories,200.0,180.0,20.0
Beds,Bed Accessories,208.0,128.0,120.0
Beds,Bed Accessories,208.0,118.0,128.0
Beds,Bed Accessories,208.0,98.0,120.0
Beds,Bed Accessories,211.0,104.0,
Beds,Bed Accessories,211.0,104.0,
Beds,Bed Accessories,211.0,134.0,
Beds,Bed Accessories,211.0,134.0,
Beds,Bed Accessories,209.0,128.0,
Beds,Bed Accessories,205.0,94.0,
Beds,Bed Accessories,211.0,134.0,8.0
Beds,Bed Accessories,209.0,128.0,9.0
Beds,Bed Accessories,202.0,90.0,15.0
Beds,Bed Accessories,211.0,134.0,8.0
Beds,Bed Accessories,,230.0,
Beds,Bed Accessories,,230.0,
Beds,Bed Accessories,,230.0,
Beds,Bed Accessories,,,66.0
Beds,Bed Accessories,,,66.0
Beds,Bed Accessories,,,66.0
Beds,Bed Accessories,,,66.0
Beds,Bed Accessories,,,66.0
Beds,Bed Accessories,,,66.0
Beds,Bed Accessories,126.0,128.0,78.0
Beds,Bed Accessories,204.0,225.0,83.0
Beds,Bed Accessories,67.0,46.0,20.0
Beds,Bed Accessories,67.0,46.0,20.0
Beds,Bed Accessories,204.0,225.0,83.0
Beds,Bed Accessories,67.0,46.0,20.0
Beds,Bed Accessories,204.0,225.0,83.0
Beds,Bed Accessories,204.0,200.0,85.0
Beds,Bed Accessories,207.0,225.0,83.0
Beds,Bed Accessories,,200.0,79.0
Beds,Bed Accessories,,200.0,79.0
Beds,Bed Accessories,,200.0,79.0
Beds,Bed Accessories,,200.0,
Beds,Bed Accessories,,200.0,
Beds,Bed Accessories,,200.0,
Beds,Bed Accessories,,230.0,
Beds,Bed Accessories,,230.0,
Beds,Bed Accessories,83.0,47.0,23.0
Beds,Bed Accessories,200.0,140.0,
Beds,Bed Accessories,200.0,40.0,30.0
Beds,Bed Accessories,200.0,140.0,
Beds,Bed Accessories,83.0,68.0,23.0
Beds,Bed Accessories,83.0,46.0,23.0
Beds,Bed Accessories,,,66.0
Beds,Bed Accessories,207.0,225.0,83.0
Beds,Bed Accessories,195.0,193.0,73.0
Beds,Bed Accessories,207.0,225.0,83.0
Beds,Bed Accessories,200.0,67.0,12.0
Beds,Bed Accessories,148.0,240.0,71.0
Beds,Bed Accessories,149.0,149.0,72.0
Beds,Bed Accessories,32.0,27.0,64.0
Beds,Bed Accessories,93.0,202.0,71.0
Beds,Bed Accessories,145.0,142.0,87.0
Beds,Bed Accessories,,212.0,69.0
Beds,Bed Accessories,,212.0,69.0
Beds,Bed Accessories,,212.0,69.0
Beds,Bed Accessories,,212.0,69.0
Beds,Bed Accessories,,248.0,71.0
Beds,Bed Accessories,,248.0,71.0
Beds,Bed Accessories,,248.0,71.0
Beds,Bed Accessories,,240.0,71.0
Beds,Bed Accessories,,240.0,71.0
Beds,Bed Accessories,,240.0,71.0
Beds,Bed Accessories,147.0,248.0,71.0
Beds,Bed Accessories,93.0,92.0,21.0
Beds,Bed Accessories,207.0,225.0,83.0
Beds,Bed Accessories,47.0,43.0,21.0
Beds,Bed Accessories,82.0,80.0,87.0
Beds,Bed Accessories,57.0,37.0,30.0
Beds,Bed Accessories,57.0,37.0,10.0
Beds,Bed Accessories,57.0,38.0,10.0
Beds,Bed Accessories,57.0,37.0,26.0
Beds,Bed Accessories,57.0,37.0,12.0
Beds,Bed Accessories,57.0,37.0,13.0
Beds,Bed Accessories,57.0,38.0,30.0
Beds,Bed Accessories,57.0,37.0,12.0
Beds,Bed Accessories,57.0,37.0,12.0
Beds,Bed Accessories,57.0,37.0,23.0
Beds,Bed Accessories,57.0,38.0,22.0
Beds,Bed Accessories,57.0,38.0,30.0
Beds,Bed Accessories,57.0,38.0,20.0
Beds,Bed Accessories,57.0,37.0,12.0
Beds,Bed Accessories,57.0,37.0,25.0
Beds,Bed Accessories,57.0,37.0,15.0
Beds,Bed Accessories,57.0,37.0,25.0
Beds,Bed Accessories,57.0,37.0,25.0
